,image,caption,ko_captions
5002,2098646162_e3b3bbf14c.jpg,Two black and white dogs look at a kitten perched on some equipment .,두 명의 흑백 개가 일부 장비에 자리 잡은 새끼 고양이를 봅니다.
5003,2098646162_e3b3bbf14c.jpg,Two black and white dogs looking at a black and white kitten who is sitting on top of a tank with hoses on it .,두 명의 흑백 개가 탱크 위에 앉아있는 흑백 새끼 고양이를보고 호스가있는 탱크를보고 있습니다.
5004,2098646162_e3b3bbf14c.jpg,Two dogs are staring at a grey and white cat .,두 마리의 개가 회색과 흰색 고양이를 쳐다보고 있습니다.
5005,2099323664_bb20457f26.jpg,a dog jumps onto the sidewalk .,개가 보도로 점프합니다.
5006,2099323664_bb20457f26.jpg,A small dog runs from the dirt onto the street,작은 개가 흙에서 길가로 달려갑니다.
5007,2099323664_bb20457f26.jpg,"A tan , white , and black dog runs towards a sidewalk .","황갈색, 흰색 및 검은 개가 보도를 향해 달려갑니다."
5008,2099323664_bb20457f26.jpg,Dog leaps out .,개가 도약합니다.
5009,2099323664_bb20457f26.jpg,The brown and white dog is standing on its hind legs beside the path .,갈색과 흰 개는 길 옆 뒷다리에 서 있습니다.
5010,2100046085_69b59b6645.jpg,Two dogs drink water in a lake .,두 마리의 개가 호수에서 물을 마신다.
5011,2100046085_69b59b6645.jpg,Two white dogs are drinking water out of a lake .,흰 개 두 마리는 호수에서 식수입니다.
5012,2100046085_69b59b6645.jpg,Two white dogs drink from the lake .,두 명의 흰 개가 호수에서 마신다.
5013,2100046085_69b59b6645.jpg,two white dogs drinking out of a stream,두 명의 백인 개가 개울에서 마시는 것
5014,2100046085_69b59b6645.jpg,Two white dogs walk around in shallow water .,두 명의 흰 개가 얕은 물에서 걸어 다닙니다.
5015,2100735137_05c6079537.jpg,A little boy jumps on a toy air gun .,어린 소년이 장난감 공기 총을 뛰어 넘습니다.
5016,2100735137_05c6079537.jpg,A little girl is playing with a colorful toy in the ground .,어린 소녀가 땅에서 화려한 장난감을 가지고 놀고 있습니다.
5017,2100735137_05c6079537.jpg,A small child jumps on a colorful toy in the street .,작은 아이가 거리에서 화려한 장난감을 뛰어 넘습니다.
5018,2100735137_05c6079537.jpg,A young girl playing with two plastic and foam toy rockets .,두 개의 플라스틱과 거품 장난감 로켓을 가지고 노는 어린 소녀.
5019,2100735137_05c6079537.jpg,A young girl plays on a colorful toy outside .,어린 소녀가 외부의 화려한 장난감을 연주합니다.
5020,2100816230_ff866fb352.jpg,A man in yellow jumps with his skis .,노란색의 남자는 그의 스키와 함께 점프합니다.
5021,2100816230_ff866fb352.jpg,A man in yellow ski jumping over a barrel .,노란 스키를 타고 배럴 위로 점프하는 남자.
5022,2100816230_ff866fb352.jpg,A man jumps while snow skiing .,눈 스키를 타는 동안 남자가 점프합니다.
5023,2100816230_ff866fb352.jpg,A skier catches air over the snow .,스키어는 눈 위로 공기를 잡는다.
5024,2100816230_ff866fb352.jpg,Man skiing over a barrel in a snowy area .,눈 덮인 지역의 배럴 위로 스키를 타는 사람.
5025,2100909581_b7dde5b704.jpg,A dog is jumping in the snow .,개가 눈 속에서 뛰어 내리고 있습니다.
5026,2100909581_b7dde5b704.jpg,A large white dog is jumping in the air over a snowy area .,큰 흰 개가 눈 덮인 지역 위의 공중에서 점프하고 있습니다.
5027,2100909581_b7dde5b704.jpg,a large white dog jumping up in the snow,큰 흰 개가 눈에 뛰어 들었습니다
5028,2100909581_b7dde5b704.jpg,A white dog plays outside in a fenced yard while it snows .,흰 개는 둥근 울타리 마당에서 밖에서 놀칩니다.
5029,2100909581_b7dde5b704.jpg,White dog playing in the snow .,눈 속에서 연주하는 흰 개.
5030,2101128963_fdf8b2a0d7.jpg,A baseball is recoiling from an action taken on a treated field watched by others .,야구는 다른 사람들이 시청하는 치료 된 분야에서 취한 행동에서 반동합니다.
5031,2101128963_fdf8b2a0d7.jpg,A baseball player on a playing field springs into action .,경기장의 야구 선수가 활동을 시작합니다.
5032,2101128963_fdf8b2a0d7.jpg,A baseball player standing on the mound .,마운드에 서있는 야구 선수.
5033,2101128963_fdf8b2a0d7.jpg,A Philadelphia Phillie pitcher on the pitchers mound with his left leg up behind him .,투수의 필라델피아 필리 투수는 그의 왼쪽 다리를 뒤에 올려 놓았다.
5034,2101128963_fdf8b2a0d7.jpg,A pitcher in a red and white uniform in a baseball game has just thrown the ball .,야구 경기에서 빨간색과 흰색 유니폼을 입은 투수가 공을 던졌습니다.
5035,210126070_0d43b300b9.jpg,A boy is being watched as he leaps up in the air on a trampoline .,소년이 트램폴린에서 공중에서 뛰어 내리면서 지켜보고 있습니다.
5036,210126070_0d43b300b9.jpg,A boy without a shirt on is jumping in the air almost upside down .,셔츠가없는 소년은 거의 거꾸로 공중에서 뛰어 내리고 있습니다.
5037,210126070_0d43b300b9.jpg,A guy standing is watching another guy in midair .,서있는 남자가 공중에서 다른 남자를보고 있습니다.
5038,210126070_0d43b300b9.jpg,A shirtless teenager bounces on a trampoline as other children watch .,다른 아이들이 보는 것처럼 셔츠가없는 십대가 트램폴린에 튀어 오릅니다.
5039,210126070_0d43b300b9.jpg,Kids jumping with one boy in midair .,아이들이 공중에서 한 소년과 점프하는 아이들.
5040,2101457132_69c950bc45.jpg,A black dog is leaping into a creek .,검은 개가 개울로 뛰어 들고 있습니다.
5041,2101457132_69c950bc45.jpg,A black dog is leaping over a stream of running water .,검은 개가 흐르는 물을 뛰어 넘고 있습니다.
5042,2101457132_69c950bc45.jpg,A black dog jumping off a river bank near a wooded area .,나무가 우거진 지역 근처의 강둑에서 뛰어 내리는 검은 개.
5043,2101457132_69c950bc45.jpg,A wet black dog jumping into a lake .,호수로 뛰어 들어 젖은 검은 개.
5044,2101457132_69c950bc45.jpg,A wet black dog leaps across a stream .,젖은 검은 개가 개울을 가로 질러 도약합니다.
5045,2101808682_0d66ef4a08.jpg,"A boy being swarmed by pigeons , marble building in the background .","비둘기에 의해 뭉개진 소년, 백그라운드에서 대리석 건물."
5046,2101808682_0d66ef4a08.jpg,A boy is surrounded by pigeons .,소년은 비둘기로 둘러싸여 있습니다.
5047,2101808682_0d66ef4a08.jpg,pigeons attack a blonde boy .,비둘기는 금발 소년을 공격합니다.
5048,2101808682_0d66ef4a08.jpg,Pigeons swarm all over a boy .,비둘기는 소년 전체에 뭉쳤다.
5049,2101808682_0d66ef4a08.jpg,There are birds on the boy,소년에는 새가 있습니다
5050,2102030040_2e8f4738f7.jpg,A girl skiing .,소녀 스키.
5051,2102030040_2e8f4738f7.jpg,A woman on a ski slope .,스키 경사면에있는 여자.
5052,2102030040_2e8f4738f7.jpg,A woman skier smiles for the camera while on a snowy slope .,여자 스키어는 눈 덮인 경사면에서 카메라에 미소를 짓습니다.
5053,2102030040_2e8f4738f7.jpg,A woman standing on a snowy hill about to ski .,스키를 타기 위해 눈 덮인 언덕에 서있는 여자.
5054,2102030040_2e8f4738f7.jpg,A woman with a blue jacket is posing for a picture while skiing down a mountain,파란 재킷을 입은 여자가 산을 스키를 타는 동안 사진을 찍고 있습니다.
5055,2102315758_a9148a842f.jpg,A man and woman walking on the sand with water in the background .,배경에서 물로 모래 위로 걷는 남자와 여자.
5056,2102315758_a9148a842f.jpg,A man carrying a baby walks next to a woman along the beach .,아기를 낳는 남자가 해변을 따라 여자 옆에 걸어갑니다.
5057,2102315758_a9148a842f.jpg,A woman and a man carrying a small child walking on a rocky beach .,바위가 많은 해변에서 걷는 작은 아이를 낳는 여자와 남자.
5058,2102315758_a9148a842f.jpg,Two individuals standing on a beach .,해변에 서있는 두 사람.
5059,2102315758_a9148a842f.jpg,Two people stand on a beach and look to the right .,두 사람이 해변에 서서 오른쪽을 바라 봅니다.
5060,2102360862_264452db8e.jpg,A man on the beach is taking a picture of another man .,해변의 한 남자가 다른 남자의 사진을 찍고 있습니다.
5061,2102360862_264452db8e.jpg,A man posing for his photo on a rocky beach .,바위가 많은 해변에서 그의 사진을 위해 포즈를 취하는 남자.
5062,2102360862_264452db8e.jpg,A man takes a picture of another man at the beach .,한 남자가 해변에서 다른 남자의 사진을 찍습니다.
5063,2102360862_264452db8e.jpg,Man filiming a man with sunglasses at the beach .,해변에서 선글라스로 남자를 촬영하는 남자.
5064,2102360862_264452db8e.jpg,"Two men are standing on a rocky shore , while one photographs the other .","두 남자가 바위가 많은 해안에 서 있고, 하나는 다른 사진을 촬영합니다."
5065,2102581664_5ea50f85c6.jpg,A brown dog jumps over a barrier that is black and white .,갈색 개가 흑백의 장벽 위로 뛰어납니다.
5066,2102581664_5ea50f85c6.jpg,A dog jumping high to clear the bars .,막대를 치우기 위해 높은 점프하는 개.
5067,2102581664_5ea50f85c6.jpg,a dog jumps over the pole .,개가 기둥 위로 점프합니다.
5068,2102581664_5ea50f85c6.jpg,Orange dog jumps over striped posts on course .,오렌지 개가 코스에서 줄무늬 게시물 위로 뛰어 들었습니다.
5069,2102581664_5ea50f85c6.jpg,The brown dog is performing a jump in an obstacle course .,갈색 개는 장애물 코스에서 점프를하고 있습니다.
5070,2102724238_3cf921d7bb.jpg,"A woman in a knit cap and a man in a peacoat sit on a subway , laden with bags .",니트 모자를 쓴 여자와 공작의 남자가 지하철에 앉아 가방을 뿌린다.
5071,2102724238_3cf921d7bb.jpg,People in dark clothing sit together .,어두운 옷을 입은 사람들은 함께 앉아 있습니다.
5072,2102724238_3cf921d7bb.jpg,Three people sitting on a bench .,벤치에 앉아있는 세 사람.
5073,2102724238_3cf921d7bb.jpg,Two people wearing black sit on a bench and look down .,검은 색을 입은 두 사람은 벤치에 앉아서 내려다 본다.
5074,2102724238_3cf921d7bb.jpg,Two women are sitting with their purses in their laps .,두 명의 여성이 랩에 지갑을 가지고 앉아 있습니다.
5075,2102732029_9ae520914d.jpg,One girl is helping another to take a picture with a digital camera .,한 소녀는 다른 소녀가 디지털 카메라로 사진을 찍도록 돕고 있습니다.
5076,2102732029_9ae520914d.jpg,Two children take a picture of something in the distance .,두 자녀는 멀리서 무언가를 사진으로 찍습니다.
5077,2102732029_9ae520914d.jpg,Two young girls holding a camera together .,카메라를 함께 잡고있는 두 소녀.
5078,2102732029_9ae520914d.jpg,Two young girls looking at camera .,카메라를보고있는 두 소녀.
5079,2102732029_9ae520914d.jpg,two young kids looking into the same camera,같은 카메라를보고있는 두 어린이
5080,2103361407_4ed4fc46bf.jpg,A group of children sit on a bench outside and smile happily .,한 무리의 아이들이 외부 벤치에 앉아 행복하게 웃습니다.
5081,2103361407_4ed4fc46bf.jpg,Five children laugh and smile on a bench .,다섯 명의 아이들이 벤치에서 웃고 웃습니다.
5082,2103361407_4ed4fc46bf.jpg,five giggling children sit on a green bench in a park,5 명의 낄낄 거리는 아이들이 공원의 녹색 벤치에 앉아
5083,2103361407_4ed4fc46bf.jpg,The children enjoy something funny as they prepare to have their photo taken .,아이들은 사진을 찍을 준비를 할 때 재미있는 것을 즐깁니다.
5084,2103361407_4ed4fc46bf.jpg,Two girls and three boys are sitting on a bench laughing .,두 명의 여자와 세 명의 소년이 웃으면 서 벤치에 앉아 있습니다.
5085,2103568100_5d018c495b.jpg,A dog in some water enclosed by rocky ledge .,바위 난간으로 둘러싸인 물 속의 개.
5086,2103568100_5d018c495b.jpg,A white dog is standing in a pond .,흰 개가 연못에 서 있습니다.
5087,2103568100_5d018c495b.jpg,A white dog is walking through a river that runs through a rocky landscape .,흰 개가 바위가 많은 풍경을 통과하는 강을 걷고 있습니다.
5088,2103568100_5d018c495b.jpg,A white dog walks through shallow water in the wilderness .,하얀 개가 광야에서 얕은 물을 통과합니다.
5089,2103568100_5d018c495b.jpg,The white dog is wading in the pond atop the mountain .,흰 개는 산 꼭대기 연못에서 넘어지고 있습니다.
5090,2105756457_a100d8434e.jpg,Two children standing under an awning .,두 명의 아이들이 천막 아래 서 있습니다.
5091,2105756457_a100d8434e.jpg,Two kids are playing a game of Foosball .,두 아이가 푸스 볼 게임을하고 있습니다.
5092,2105756457_a100d8434e.jpg,Two kids in a developing nation are playing a table top game under an awning made from burlap .,개발 도상국의 두 아이들은 삼베로 만든 차양 아래에서 테이블 탑 게임을하고 있습니다.
5093,2105756457_a100d8434e.jpg,Two men play a game beneath a shade .,두 남자는 그늘 아래에서 게임을합니다.
5094,2105756457_a100d8434e.jpg,Two young kids are in a hut .,두 아이가 오두막에 있습니다.
5095,210625425_fb1ef5d23b.jpg,"A blue Jeep drive into deep , muddy water .",푸른 지프는 깊고 진흙 투성이의 물로 운전합니다.
5096,210625425_fb1ef5d23b.jpg,A four wheel drive car is driving through the mud .,4 륜구동 차가 진흙을 통해 운전하고 있습니다.
5097,210625425_fb1ef5d23b.jpg,A Jeep gets wheel high in mud .,지프는 진흙 속에서 바퀴가 높아집니다.
5098,210625425_fb1ef5d23b.jpg,The car sinks up to the tops of its wheels in the mud .,차는 진흙 속의 바퀴 꼭대기까지 가라 앉습니다.
5099,210625425_fb1ef5d23b.jpg,There is a jeep stuck in mud up to the doors .,지프가 진흙에 붙어 문까지 붙어 있습니다.
5100,2106772874_381824648b.jpg,A brown and black dog and a white dog are wrestling on the carpet .,갈색과 검은 개와 흰 개가 카펫에 씨름하고 있습니다.
5101,2106772874_381824648b.jpg,A large white dog and a smaller brown dog fight .,큰 흰 개와 작은 갈색 개 싸움.
5102,2106772874_381824648b.jpg,A white dog opens its mouth near a smaller dog .,흰 개가 작은 개 근처에서 입을 열어줍니다.
5103,2106772874_381824648b.jpg,A white dog plays with a brown dog on carpet .,하얀 개는 카펫에 갈색 개와 함께 재생됩니다.
5104,2106772874_381824648b.jpg,Two dogs playing rough .,두 마리의 개가 거칠고 놀고 있습니다.
5105,210686241_b8e069fff3.jpg,A boy being drenched in a downpour of water .,소년이 물을 굽고 흠뻑 젖었다.
5106,210686241_b8e069fff3.jpg,A boy playing in water .,물에서 놀고있는 소년.
5107,210686241_b8e069fff3.jpg,A child in a white sox shirt is covered in water spray and looks distressed .,흰색 삭스 셔츠를 입은 어린이는 워터 스프레이로 덮여 있으며 고민 해 보입니다.
5108,210686241_b8e069fff3.jpg,A young boy wearing a black shirt is getting soaked in the rain .,검은 셔츠를 입은 어린 소년이 비에 몸을 담그고 있습니다.
5109,210686241_b8e069fff3.jpg,Children playing in water .,물에서 놀고있는 아이들.
5110,2107837987_ffecfc367a.jpg,A boy stands near water with a stone in his hand .,소년은 손에 돌이있는 물 근처에 서 있습니다.
5111,2107837987_ffecfc367a.jpg,A child in a blue shirt is holding something in his hand on a lake shore .,파란 셔츠를 입은 아이가 호수 해안에 손에 무언가를 들고 있습니다.
5112,2107837987_ffecfc367a.jpg,A little boy is ready to throw a stone into the water .,어린 소년은 물에 돌을 던질 준비가되었습니다.
5113,2107837987_ffecfc367a.jpg,A skips rocks near a bridge .,다리 근처에서 건너 뛰는 바위.
5114,2107837987_ffecfc367a.jpg,The little boy is at the side of the river throwing rocks .,어린 소년은 바위를 던지는 강 옆에 있습니다.
5115,2107838729_a527e434bd.jpg,A boy in a blue shirt and white pants stands on the edge of a lake in a town with a church in the background .,파란색 셔츠와 흰 바지를 입은 소년은 백그라운드에 교회가있는 마을의 호수 가장자리에 서 있습니다.
5116,2107838729_a527e434bd.jpg,A boy in a blue shirt standing by a lake shore .,호수 쇼어 옆에 서있는 파란색 셔츠를 입은 소년.
5117,2107838729_a527e434bd.jpg,A young boy is throwing something into a river .,어린 소년이 강에 무언가를 던지고 있습니다.
5118,2107838729_a527e434bd.jpg,A young boy throwing a rock into a pond in front of a large building .,어린 소년이 큰 건물 앞에 연못에 바위를 던지는 소년.
5119,2107838729_a527e434bd.jpg,Little boy standing on the bank of a river .,강둑에 서있는 어린 소년.
5120,210839948_bbd5bfa3b6.jpg,A girl in a red shirt is rock climbing .,빨간 셔츠를 입은 소녀는 암벽 등반입니다.
5121,210839948_bbd5bfa3b6.jpg,A woman climbs up a steep rock face .,한 여성이 가파른 바위 얼굴을 올라갑니다.
5122,210839948_bbd5bfa3b6.jpg,"a woman wearing red , climbs up the giant rock .",붉은 색을 입은 여자는 거대한 바위 위로 올라갑니다.
5123,210839948_bbd5bfa3b6.jpg,A young girl with a determined expression climbing a cliff edge .,절벽 가장자리를 등반하는 표현이 결정된 어린 소녀.
5124,210839948_bbd5bfa3b6.jpg,Blond woman in red top rock climbing .,금발의 여자 붉은 탑 암벽 등반.
5125,2108799322_e25aa6e185.jpg,A black dog in running in a field .,필드에서 달리는 검은 개.
5126,2108799322_e25aa6e185.jpg,A black dog is running through a marsh-like area .,검은 개가 습지와 같은 지역을 통과하고 있습니다.
5127,2108799322_e25aa6e185.jpg,A black dog runs through a muddy bank .,검은 개가 진흙 투성이 은행을 통과합니다.
5128,2108799322_e25aa6e185.jpg,A dog running through mucky ground .,멍청한 땅을 통과하는 개.
5129,2108799322_e25aa6e185.jpg,A mostly black short haired dog is running in a swampy area with its tongue out .,대부분의 검은 짧은 머리 개가 혀가 나오는 늪지대에서 달리고 있습니다.
5130,2109370875_05241bdda7.jpg,A person wearing a blue hat takes a photo in the snow .,파란 모자를 쓰고있는 사람은 눈 속에서 사진을 찍습니다.
5131,2109370875_05241bdda7.jpg,A person wearing a hat takes a picture while its snowing .,모자를 쓰고있는 사람은 눈이 내리는 동안 사진을 찍습니다.
5132,2109370875_05241bdda7.jpg,A woman in a gray hat is aiming her camera in the snow as to take a picture .,회색 모자를 쓴 여성이 눈 속에서 카메라를 겨냥하여 사진을 찍고 있습니다.
5133,2109370875_05241bdda7.jpg,A woman takes a picture as it snows .,여자는 눈이 내리는 것처럼 사진을 찍습니다.
5134,2109370875_05241bdda7.jpg,The lady wearing a black hat is taking a picture while the snow falls .,검은 모자를 쓰고있는 여성은 눈이 떨어지는 동안 사진을 찍고 있습니다.
5135,2109479807_eec8d72ca7.jpg,A group of girls ride an ATV .,소녀 그룹이 ATV를 타십시오.
5136,2109479807_eec8d72ca7.jpg,Four females wearing helments are riding on an ATV .,헬멧을 착용 한 4 명의 여성이 ATV를 타고 있습니다.
5137,2109479807_eec8d72ca7.jpg,Four girls are sitting on a blue ATV in field .,4 명의 소녀가 필드에서 파란 ATV에 앉아 있습니다.
5138,2109479807_eec8d72ca7.jpg,Four girls ride sit on a riding tractor on a farm .,4 명의 소녀 타기 농장에서 타는 트랙터에 앉아 있습니다.
5139,2109479807_eec8d72ca7.jpg,Four girls sit on an ATV in a yard .,4 명의 소녀가 마당에 ATV에 앉아 있습니다.
5140,2109911919_af45b93ef3.jpg,A person climbing up a snowy mountain .,눈 덮인 산을 오르는 사람.
5141,2109911919_af45b93ef3.jpg,A person climbing up the side of a snowy mountain to fetch his or her ski poles .,눈 덮인 산 옆을 오르기 위해 스키 기둥을 가져 오는 사람.
5142,2109911919_af45b93ef3.jpg,A skier climbs up a snowy trail toward his poles .,스키어는 그의 기둥을 향해 눈 덮인 흔적을 올라갑니다.
5143,2109911919_af45b93ef3.jpg,A climber with a backpack accends a snow covered mountain .,배낭이있는 등산가는 눈 덮인 산을 강조합니다.
5144,2109911919_af45b93ef3.jpg,Man climbing a steep snow-covered slope .,가파른 눈 덮인 경사면을 등반합니다.
5145,2110692070_8aaaa1ae39.jpg,A dog is running through a green yard .,개가 녹색 마당을 통과하고 있습니다.
5146,2110692070_8aaaa1ae39.jpg,A dog running though a green yard .,녹색 마당을 통과하는 개.
5147,2110692070_8aaaa1ae39.jpg,A white and black spotted dog is running through a grassy area .,흰색과 검은 색 발견 된 개가 잔디밭을 통과하고 있습니다.
5148,2110692070_8aaaa1ae39.jpg,A white dog with brown spots is jumping through the air .,갈색 반점이있는 흰 개가 공기를 뛰어 넘고 있습니다.
5149,2110692070_8aaaa1ae39.jpg,Black and white dog running across grass .,잔디를 가로 질러 달리는 흑백 개.
5150,2110898123_07729c1461.jpg,A brown dog wearing a red vest is running in the grass .,빨간 조끼를 입은 갈색 개가 잔디에서 달리고 있습니다.
5151,2110898123_07729c1461.jpg,A brown dog wearing a red vest is running through the grass .,빨간 조끼를 입은 갈색 개가 풀을 통해 흐르고 있습니다.
5152,2110898123_07729c1461.jpg,a dog sprints across the grass .,개가 잔디를 가로 질러 스프린트합니다.
5153,2110898123_07729c1461.jpg,A dog wearing a red cape runs quickly across a field .,붉은 망토를 입고있는 개가 들판을 가로 질러 빠르게 달려갑니다.
5154,2110898123_07729c1461.jpg,The brown dog is running on the grass whilst wearing an orange jacket .,갈색 개는 오렌지 재킷을 입고있는 동안 잔디에서 달리고 있습니다.
5155,2111360187_d2505437b7.jpg,Three children covered in soap bubbles smile .,비누 거품으로 덮힌 세 아이.
5156,2111360187_d2505437b7.jpg,Three children in bathing suits are playing in foam,수영복을 입은 세 어린이가 거품으로 놀고 있습니다
5157,2111360187_d2505437b7.jpg,Three children standing by a pool are covered in foam bubbles .,수영장 옆에 서있는 세 어린이는 거품 거품으로 덮여 있습니다.
5158,2111360187_d2505437b7.jpg,three little boys cover themselves with bubbles .,세 명의 작은 소년이 거품으로 자신을 덮습니다.
5159,2111360187_d2505437b7.jpg,Three young children are covered in foam .,세 자녀가 거품으로 덮여 있습니다.
5160,2112661738_de71b60b88.jpg,A dog is standing in a small pool of water on top of a mountain .,개는 산 위에있는 작은 물 웅덩이에 서 있습니다.
5161,2112661738_de71b60b88.jpg,A dog treads through a shallow area of water located on a rocky mountainside .,개가 바위가 많은 산에 위치한 얕은 물을 통해 밟습니다.
5162,2112661738_de71b60b88.jpg,A white dog drinks water on a mountain .,흰 개가 산에 물을 마신다.
5163,2112661738_de71b60b88.jpg,A white dog drinks water on a mountainside .,흰 개가 산에서 물을 마신다.
5164,2112661738_de71b60b88.jpg,A white dog standing in a pool of water high in the mountains .,산의 높은 수영장에 서있는 흰 개.
5165,211277478_7d43aaee09.jpg,A dirty jeep is stuck in the mud .,더러운 지프가 진흙에 갇혀 있습니다.
5166,211277478_7d43aaee09.jpg,A Jeep goes off-roading in the woods with muddy trails making it dirty .,지프는 진흙 투성이의 트레일로 숲에서 오프로드로 이동하여 더럽게 만듭니다.
5167,211277478_7d43aaee09.jpg,A muddy jeep driving through the forest .,숲을 통과하는 진흙 투성이 지프.
5168,211277478_7d43aaee09.jpg,A muddy truck in the woods .,숲 속의 진흙 트럭.
5169,211277478_7d43aaee09.jpg,The vehicle is driving through mud surrounded by pine trees .,차량은 소나무로 둘러싸인 진흙을 통해 운전하고 있습니다.
5170,2112921744_92bf706805.jpg,A dog on a green hillside .,녹색 언덕에있는 개.
5171,2112921744_92bf706805.jpg,A dog standing on the side of a mountain .,산 옆에 서있는 개.
5172,2112921744_92bf706805.jpg,A dog stands on the side of a grassy cliff .,개는 잔디 절벽 옆에 서 있습니다.
5173,2112921744_92bf706805.jpg,"A fluffy white dog looks down a steep , grassy embankment .",푹신한 흰 개가 가파르고 잔디가 많은 제방을 내려다 본다.
5174,2112921744_92bf706805.jpg,A white dog is standing on a grassy hillside .,흰 개가 잔디 언덕에 서 있습니다.
5175,211295363_49010ca38d.jpg,A few boats ride in the water in front of a city skyline .,몇 보트가 도시 스카이 라인 앞에서 물에 타고 있습니다.
5176,211295363_49010ca38d.jpg,A large boat drives through the harbor .,큰 보트가 항구를 통해 운전합니다.
5177,211295363_49010ca38d.jpg,A white boat is cruising near a large city backdrop .,흰색 보트가 대도시 배경 근처에서 순항하고 있습니다.
5178,211295363_49010ca38d.jpg,"Small yachts in harbor , city in background .","항구의 작은 요트, 백그라운드에서 도시."
5179,211295363_49010ca38d.jpg,There is a white boat in the bay with a city in the background .,만에는 백그라운드에 도시가있는 흰색 보트가 있습니다.
5180,2113530024_5bc6a90e42.jpg,A goalie tries to catch a ball during a soccer game .,골키퍼는 축구 경기에서 공을 잡으려고합니다.
5181,2113530024_5bc6a90e42.jpg,A group of guys playing soccer on a field .,필드에서 축구를하는 사람들의 그룹.
5182,2113530024_5bc6a90e42.jpg,Footballers are scrambling around the goal as the goal keeper reaches for the ball .,골키퍼가 공에 도달함에 따라 축구 선수들은 골을 둘러보고 있습니다.
5183,2113530024_5bc6a90e42.jpg,"Four men in green at a soccer goal post trying to score , while 3 men in blue try to prevent it .","축구 골로 4 명의 남자가 득점을 시도하는 반면, 3 명의 남자는 그것을 막으려 고 노력합니다."
5184,2113530024_5bc6a90e42.jpg,Two soccer teams converge at the goal and the goalie reaches for the ball .,두 축구 팀이 목표에 수렴하고 골키퍼는 공을 위해 도달합니다.
5185,2114126343_a0f74ff63b.jpg,A group of swimmers are holding on to a rope at the beach,수영 선수 그룹이 해변에서 밧줄을 붙잡고 있습니다.
5186,2114126343_a0f74ff63b.jpg,Five women in identical swimsuits hold on to a rope near the ocean .,동일한 수영복을 입은 5 명의 여성이 바다 근처의 밧줄을 붙잡고 있습니다.
5187,2114126343_a0f74ff63b.jpg,six girls hold a rope in the ocean .,여섯 명의 소녀가 바다에 밧줄을 쥐고 있습니다.
5188,2114126343_a0f74ff63b.jpg,Swimmers in a line facing away from camera,카메라에서 멀리 떨어진 줄로 수영 선수
5189,2114126343_a0f74ff63b.jpg,They are sitting on the edge of the pool by the ocean .,그들은 바다 옆 수영장 가장자리에 앉아 있습니다.
5190,2114355355_9d7e2d8178.jpg,A brown dog is sitting in the front of a canoe .,갈색 개가 카누 앞에 앉아 있습니다.
5191,2114355355_9d7e2d8178.jpg,A brown dog lies on a blanket in boat .,갈색 개는 보트에 담요에 놓여 있습니다.
5192,2114355355_9d7e2d8178.jpg,A dog lies at the front of a boat headed into the fog .,개가 안개 속으로 향하는 보트 앞쪽에 있습니다.
5193,2114355355_9d7e2d8178.jpg,A Dog lying on a blanket at the end of a small boat .,작은 보트 끝에 담요에 누워있는 개.
5194,2114355355_9d7e2d8178.jpg,A reddish-brown dog is laying at the front of a white boat on an orange flowered blanket .,붉은 갈색 개가 오렌지 꽃 담요 위에 흰색 보트 앞에 누워 있습니다.
5195,2114739371_83aa8bdb0e.jpg,A brown and black dog leaps through the freshly mown grass .,갈색과 검은 개가 갓 깎은 잔디를 뛰어 넘습니다.
5196,2114739371_83aa8bdb0e.jpg,a dog runs through the grass .,개가 풀을 뚫고지나갑니다.
5197,2114739371_83aa8bdb0e.jpg,A shepherd bounds through the grass .,목자는 풀을 통해 묶인다.
5198,2114739371_83aa8bdb0e.jpg,Black and brown dog running on grass .,잔디에 달리는 검은 색과 갈색 개.
5199,2114739371_83aa8bdb0e.jpg,"Brown and tan dog , mouth open with tongue hanging out , running in the grass .","갈색과 황갈색 개, 입에서 혀가 매달려 잔디에 달려가는 입이 열립니다."
5200,2115620856_4fa5025ac6.jpg,A car is driving towards a green mountain .,차가 녹색 산을 향해 운전하고 있습니다.
5201,2115620856_4fa5025ac6.jpg,A nice neighborhood street in the beautiful green foothills .,아름다운 녹색 산기슭의 멋진 이웃 거리.
5202,2115620856_4fa5025ac6.jpg,A small town lies at the base of verdant mountains .,작은 마을은 초록빛 산의 기초에 있습니다.
5203,2115620856_4fa5025ac6.jpg,A town and a green mountain in the back .,뒤쪽의 도시와 녹색 산.
5204,2115620856_4fa5025ac6.jpg,A town at the foothills of a mountain is seen bustling with typical daytime activity .,산의 산기슭에있는 마을은 전형적인 주간 활동으로 번화 한 것으로 보입니다.
5205,2115631346_9585a479b0.jpg,Two brown dogs are running through the snow .,두 개의 갈색 개가 눈을 뚫고 있습니다.
5206,2115631346_9585a479b0.jpg,Two brown dogs run across a large snowy yard .,두 개의 갈색 개가 큰 눈 덮인 마당을 가로 질러 달려갑니다.
5207,2115631346_9585a479b0.jpg,two brown dogs running through the snow .,눈을 통과하는 두 개의 갈색 개.
5208,2115631346_9585a479b0.jpg,Two dogs race across a snowy field .,두 마리의 개가 눈 덮인 들판을 가로 질러 경주합니다.
5209,2115631346_9585a479b0.jpg,Two dogs run through a snowy field .,두 마리의 개가 눈 덮인 들판을 통과합니다.
